[Rank 1 | Thread 3] [Time 0.00748863] [INITIALIZATION] Initial bounds: lb = 4, ub = 13
[Rank 1 | Thread 1] [Time 30.16] [UPDATE] Gathered best_ub 10
                              [Rank 1 | Thread 3] [Time 31.3266] [BRANCH] Branching on vertices: u = 441, v = 295
                              [Rank 1 | Thread 3] [Time 31.3306] [UPDATE] Updated best_ub: 9
                                [Rank 1 | Thread 3] [Time 31.3307] [BRANCH] Processing node: lb = 5, ub = 13
                                [Rank 1 | Thread 3] [Time 33.5162] [BRANCH] Branching on vertices: u = 441, v = 410
                                [Rank 1 | Thread 3] [Time 33.5204] [UPDATE] Updated best_ub: 9
                                  [Rank 1 | Thread 3] [Time 33.5206] [BRANCH] Processing node: lb = 4, ub = 13
                                  [Rank 1 | Thread 3] [Time 35.8119] [BRANCH] Branching on vertices: u = 441, v = 11
                                  [Rank 1 | Thread 3] [Time 35.8161] [UPDATE] Updated best_ub: 9
                                    [Rank 1 | Thread 3] [Time 35.8162] [BRANCH] Processing node: lb = 4, ub = 13
                                    [Rank 1 | Thread 3] [Time 38.1017] [BRANCH] Branching on vertices: u = 441, v = 236
                                    [Rank 1 | Thread 3] [Time 38.1065] [UPDATE] Updated best_ub: 9
                                      [Rank 1 | Thread 3] [Time 38.1068] [BRANCH] Processing node: lb = 4, ub = 14
[Rank 1 | Thread 1] [Time 40.1766] [UPDATE] Gathered best_ub 9
                                      [Rank 1 | Thread 3] [Time 40.3333] [BRANCH] Branching on vertices: u = 441, v = 416
                                      [Rank 1 | Thread 3] [Time 40.3375] [UPDATE] Updated best_ub: 8
                                        [Rank 1 | Thread 3] [Time 40.3376] [BRANCH] Processing node: lb = 4, ub = 13
                                        [Rank 1 | Thread 3] [Time 42.5493] [BRANCH] Branching on vertices: u = 441, v = 326
                                        [Rank 1 | Thread 3] [Time 42.5534] [UPDATE] Updated best_ub: 8
                                          [Rank 1 | Thread 3] [Time 42.5535] [BRANCH] Processing node: lb = 4, ub = 13
                                          [Rank 1 | Thread 3] [Time 44.6924] [BRANCH] Branching on vertices: u = 441, v = 101
                                          [Rank 1 | Thread 3] [Time 44.6964] [UPDATE] Updated best_ub: 8
                                            [Rank 1 | Thread 3] [Time 44.6965] [BRANCH] Processing node: lb = 3, ub = 12
                                            [Rank 1 | Thread 3] [Time 46.5646] [BRANCH] Branching on vertices: u = 441, v = 66
                                            [Rank 1 | Thread 3] [Time 46.5685] [UPDATE] Updated best_ub: 8
                                              [Rank 1 | Thread 3] [Time 46.5687] [BRANCH] Processing node: lb = 5, ub = 13
                                              [Rank 1 | Thread 3] [Time 48.7437] [BRANCH] Branching on vertices: u = 441, v = 346
                                              [Rank 1 | Thread 3] [Time 48.7477] [UPDATE] Updated best_ub: 8
                                                [Rank 1 | Thread 3] [Time 48.7478] [BRANCH] Processing node: lb = 4, ub = 13
[Rank 1 | Thread 1] [Time 50.1892] [UPDATE] Gathered best_ub 8
                                                [Rank 1 | Thread 3] [Time 50.9448] [BRANCH] Branching on vertices: u = 441, v = 231
                                                [Rank 1 | Thread 3] [Time 50.9521] [UPDATE] Updated best_ub: 7
                                                  [Rank 1 | Thread 3] [Time 50.9522] [BRANCH] Processing node: lb = 5, ub = 13
                                                  [Rank 1 | Thread 3] [Time 53.0663] [BRANCH] Branching on vertices: u = 441, v = 6
                                                  [Rank 1 | Thread 3] [Time 53.0723] [UPDATE] Updated best_ub: 7
                                                    [Rank 1 | Thread 3] [Time 53.0724] [BRANCH] Processing node: lb = 5, ub = 13
                                                    [Rank 1 | Thread 3] [Time 54.9517] [BRANCH] Branching on vertices: u = 441, v = 186
                                                    [Rank 1 | Thread 3] [Time 54.9553] [UPDATE] Updated best_ub: 7
                                                      [Rank 1 | Thread 3] [Time 54.9555] [BRANCH] Processing node: lb = 5, ub = 12
                                                      [Rank 1 | Thread 3] [Time 57.0449] [BRANCH] Branching on vertices: u = 441, v = 262
                                                      [Rank 1 | Thread 3] [Time 57.049] [UPDATE] Updated best_ub: 7
                                                        [Rank 1 | Thread 3] [Time 57.0491] [BRANCH] Processing node: lb = 6, ub = 13
                                                        [Rank 1 | Thread 3] [Time 59.0839] [BRANCH] Branching on vertices: u = 441, v = 442
                                                        [Rank 1 | Thread 3] [Time 59.0878] [UPDATE] Updated best_ub: 7
                                                          [Rank 1 | Thread 3] [Time 59.0879] [BRANCH] Processing node: lb = 4, ub = 13
                                                          [Rank 1 | Thread 3] [Time 61.1101] [BRANCH] Branching on vertices: u = 441, v = 116
                                                          [Rank 1 | Thread 3] [Time 61.1138] [UPDATE] Updated best_ub: 7
[Rank 1 | Thread 0] [Time 61.114] [TERMINATION] Finalizing... 
